WKT,address_id,source_dataset,change_id,full_address_number,full_road_name,full_address,territorial_authority,unit_type,unit_value,level_type,level_value,address_number_prefix,address_number,address_number_suffix,address_number_high,road_name_prefix,road_name,road_type_name,road_suffix,water_name,water_body_name,suburb_locality,town_city,address_class,address_lifecycle,gd2000_xcoord,gd2000_ycoord,road_name_ascii,water_name_ascii,water_body_name_ascii,suburb_locality_ascii,town_city_ascii,full_road_name_ascii,full_address_ascii,shape_X,shape_Y
POINT (1270927.79328353 5015213.29200807),4885,AIMS,4655121,22,Berkshire Street,"22 Berkshire Street, Arrowtown",Queenstown-Lakes District,,,,,,22,,,,Berkshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8291072,-44.94030077,Berkshire,,,Arrowtown,Arrowtown,Berkshire Street,"22 Berkshire Street, Arrowtown",1270927.793,5015213.292
POINT (1271109.93996051 5015347.42296185),4886,AIMS,4777,22,Wiltshire Street,"22 Wiltshire Street, Arrowtown",Queenstown-Lakes District,,,,,,22,,,,Wiltshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.831497,-44.93918073,Wiltshire,,,Arrowtown,Arrowtown,Wiltshire Street,"22 Wiltshire Street, Arrowtown",1271109.94,5015347.423
POINT (1271314.04460377 5014719.4301596),4887,AIMS,4778,22,Thomson Street,"22 Thomson Street, Arrowtown",Queenstown-Lakes District,,,,,,22,,,,Thomson,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8336686,-44.94491328,Thomson,,,Arrowtown,Arrowtown,Thomson Street,"22 Thomson Street, Arrowtown",1271314.045,5014719.43
POINT (1271369.6335531 5014788.92046658),4888,AIMS,4779,22,Adamson Drive,"22 Adamson Drive, Arrowtown",Queenstown-Lakes District,,,,,,22,,,,Adamson,Drive,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8344166,-44.94431507,Adamson,,,Arrowtown,Arrowtown,Adamson Drive,"22 Adamson Drive, Arrowtown",1271369.634,5014788.92
POINT (1271094.86525299 5014804.73930763),4889,AIMS,4780,22,Shaw Street,"22 Shaw Street, Arrowtown",Queenstown-Lakes District,,,,,,22,,,,Shaw,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8309532,-44.94404607,Shaw,,,Arrowtown,Arrowtown,Shaw Street,"22 Shaw Street, Arrowtown",1271094.865,5014804.739
POINT (1271084.70275828 5015054.56436092),4890,AIMS,4781,22,Denbigh Street,"22 Denbigh Street, Arrowtown",Queenstown-Lakes District,,,,,,22,,,,Denbigh,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8309874,-44.9417984,Denbigh,,,Arrowtown,Arrowtown,Denbigh Street,"22 Denbigh Street, Arrowtown",1271084.703,5015054.564
POINT (1271041.09595914 5014970.59828089),4891,AIMS,4782,22,Stafford Street,"22 Stafford Street, Arrowtown",Queenstown-Lakes District,,,,,,22,,,,Stafford,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8303815,-44.9425321,Stafford,,,Arrowtown,Arrowtown,Stafford Street,"22 Stafford Street, Arrowtown",1271041.096,5014970.598
POINT (1271373.90457082 5015143.34080824),4892,AIMS,4783,22,Hertford Street,"22 Hertford Street, Arrowtown",Queenstown-Lakes District,,,,,,22,,,,Hertford,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8347011,-44.94113498,Hertford,,,Arrowtown,Arrowtown,Hertford Street,"22 Hertford Street, Arrowtown",1271373.905,5015143.341
POINT (1271252.9289418 5015099.37474766),4893,AIMS,4784,22,Anglesea Street,"22 Anglesea Street, Arrowtown",Queenstown-Lakes District,,,,,,22,,,,Anglesea,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8331432,-44.94147383,Anglesea,,,Arrowtown,Arrowtown,Anglesea Street,"22 Anglesea Street, Arrowtown",1271252.929,5015099.375
POINT (1271051.50245639 5015143.63809644),4894,AIMS,4785,22,Caernarvon Street,"22 Caernarvon Street, Arrowtown",Queenstown-Lakes District,,,,,,22,,,,Caernarvon,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8306257,-44.94098333,Caernarvon,,,Arrowtown,Arrowtown,Caernarvon Street,"22 Caernarvon Street, Arrowtown",1271051.502,5015143.638
POINT (1271106.01293253 5015423.39629781),4895,AIMS,4786,22,Buckingham Street,"22 Buckingham Street, Arrowtown",Queenstown-Lakes District,,,,,,22,,,,Buckingham,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8314968,-44.93849682,Buckingham,,,Arrowtown,Arrowtown,Buckingham Street,"22 Buckingham Street, Arrowtown",1271106.013,5015423.396
POINT (1271362.53789397 5015102.35594339),4896,AIMS,5232452,23,Merioneth Street,"23 Merioneth Street, Arrowtown",Queenstown-Lakes District,,,,,,23,,,,Merioneth,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8345307,-44.9414977,Merioneth,,,Arrowtown,Arrowtown,Merioneth Street,"23 Merioneth Street, Arrowtown",1271362.538,5015102.356
POINT (1271212.83482126 5014979.54420182),4897,AIMS,4788,23,Kent Street,"23 Kent Street, Arrowtown",Queenstown-Lakes District,,,,,,23,,,,Kent,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8325584,-44.94253117,Kent,,,Arrowtown,Arrowtown,Kent Street,"23 Kent Street, Arrowtown",1271212.835,5014979.544
POINT (1271090.3720129 5014824.97057142),4898,AIMS,4789,23,Shaw Street,"23 Shaw Street, Arrowtown",Queenstown-Lakes District,,,,,,23,,,,Shaw,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8309096,-44.94386235,Shaw,,,Arrowtown,Arrowtown,Shaw Street,"23 Shaw Street, Arrowtown",1271090.372,5014824.971
POINT (1271103.74992645 5015034.05217989),4899,AIMS,4790,23,Denbigh Street,"23 Denbigh Street, Arrowtown",Queenstown-Lakes District,,,,,,23,,,,Denbigh,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8312148,-44.94199137,Denbigh,,,Arrowtown,Arrowtown,Denbigh Street,"23 Denbigh Street, Arrowtown",1271103.75,5015034.052
POINT (1271414.42564142 5014789.53744336),4900,AIMS,4791,23,Adamson Drive,"23 Adamson Drive, Arrowtown",Queenstown-Lakes District,,,,,,23,,,,Adamson,Drive,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8349832,-44.94433022,Adamson,,,Arrowtown,Arrowtown,Adamson Drive,"23 Adamson Drive, Arrowtown",1271414.426,5014789.537
POINT (1271097.08663408 5015439.61053511),4901,AIMS,4792,23,Buckingham Street,"23 Buckingham Street, Arrowtown",Queenstown-Lakes District,,,,,,23,,,,Buckingham,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8313945,-44.93834712,Buckingham,,,Arrowtown,Arrowtown,Buckingham Street,"23 Buckingham Street, Arrowtown",1271097.087,5015439.611
POINT (1271300.3763457 5015144.77230257),4902,AIMS,4793,24,Merioneth Street,"24 Merioneth Street, Arrowtown",Queenstown-Lakes District,,,,,,24,,,,Merioneth,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8337725,-44.94108817,Merioneth,,,Arrowtown,Arrowtown,Merioneth Street,"24 Merioneth Street, Arrowtown",1271300.376,5015144.772
POINT (1270911.39331118 5015198.72496513),4903,AIMS,4655122,24,Berkshire Street,"24 Berkshire Street, Arrowtown",Queenstown-Lakes District,,,,,,24,,,,Berkshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8288904,-44.94042397,Berkshire,,,Arrowtown,Arrowtown,Berkshire Street,"24 Berkshire Street, Arrowtown",1270911.393,5015198.725
POINT (1271097.25390904 5015327.3653667),4904,AIMS,4795,24,Wiltshire Street,"24 Wiltshire Street, Arrowtown",Queenstown-Lakes District,,,,,,24,,,,Wiltshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8313236,-44.93935495,Wiltshire,,,Arrowtown,Arrowtown,Wiltshire Street,"24 Wiltshire Street, Arrowtown",1271097.254,5015327.365
POINT (1271263.1386836 5015091.48532573),4905,AIMS,4796,24,Anglesea Street,"24 Anglesea Street, Arrowtown",Queenstown-Lakes District,,,,,,24,,,,Anglesea,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8332671,-44.94154938,Anglesea,,,Arrowtown,Arrowtown,Anglesea Street,"24 Anglesea Street, Arrowtown",1271263.139,5015091.485
POINT (1271066.14053041 5015131.38250339),4906,AIMS,4797,24,Caernarvon Street,"24 Caernarvon Street, Arrowtown",Queenstown-Lakes District,,,,,,24,,,,Caernarvon,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8308027,-44.94110013,Caernarvon,,,Arrowtown,Arrowtown,Caernarvon Street,"24 Caernarvon Street, Arrowtown",1271066.141,5015131.383
POINT (1271382.86732157 5014773.92632235),4907,AIMS,4798,24,Adamson Drive,"24 Adamson Drive, Arrowtown",Queenstown-Lakes District,,,,,,24,,,,Adamson,Drive,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8345741,-44.9444558,Adamson,,,Arrowtown,Arrowtown,Adamson Drive,"24 Adamson Drive, Arrowtown",1271382.867,5014773.926
POINT (1271344.78537902 5015091.97986215),4908,AIMS,5232636,25C,Merioneth Street,"25C Merioneth Street, Arrowtown",Queenstown-Lakes District,,,,,,25,C,,,Merioneth,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8342996,-44.94158266,Merioneth,,,Arrowtown,Arrowtown,Merioneth Street,"25C Merioneth Street, Arrowtown",1271344.785,5015091.98
POINT (1271358.92288627 5015081.48393761),4909,AIMS,5232607,25D,Merioneth Street,"25D Merioneth Street, Arrowtown",Queenstown-Lakes District,,,,,,25,D,,,Merioneth,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8344715,-44.94168343,Merioneth,,,Arrowtown,Arrowtown,Merioneth Street,"25D Merioneth Street, Arrowtown",1271358.923,5015081.484
POINT (1271371.55140582 5015079.05272741),4910,AIMS,5232593,25E,Merioneth Street,"25E Merioneth Street, Arrowtown",Queenstown-Lakes District,,,,,,25,E,,,Merioneth,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8346295,-44.94171109,Merioneth,,,Arrowtown,Arrowtown,Merioneth Street,"25E Merioneth Street, Arrowtown",1271371.551,5015079.053
POINT (1271384.48915347 5015064.53387911),4911,AIMS,5232546,25F,Merioneth Street,"25F Merioneth Street, Arrowtown",Queenstown-Lakes District,,,,,,25,F,,,Merioneth,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8347836,-44.94184742,Merioneth,,,Arrowtown,Arrowtown,Merioneth Street,"25F Merioneth Street, Arrowtown",1271384.489,5015064.534
POINT (1270915.7251282 5015156.94237827),4912,AIMS,4799,25,Berkshire Street,"25 Berkshire Street, Arrowtown",Queenstown-Lakes District,,,,,,25,,,,Berkshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8289179,-44.9408011,Berkshire,,,Arrowtown,Arrowtown,Berkshire Street,"25 Berkshire Street, Arrowtown",1270915.725,5015156.942
POINT (1271194.19388785 5014978.88171861),4913,AIMS,4800,25,Kent Street,"25 Kent Street, Arrowtown",Queenstown-Lakes District,,,,,,25,,,,Kent,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8323223,-44.9425285,Kent,,,Arrowtown,Arrowtown,Kent Street,"25 Kent Street, Arrowtown",1271194.194,5014978.882
POINT (1271096.5645547 5015027.08843957),4914,AIMS,4801,25,Denbigh Street,"25 Denbigh Street, Arrowtown",Queenstown-Lakes District,,,,,,25,,,,Denbigh,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8311195,-44.94205057,Denbigh,,,Arrowtown,Arrowtown,Denbigh Street,"25 Denbigh Street, Arrowtown",1271096.565,5015027.088
POINT (1271109.24136239 5015133.9154197),4915,AIMS,4802,25,Caernarvon Street,"25 Caernarvon Street, Arrowtown",Queenstown-Lakes District,,,,,,25,,,,Caernarvon,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8313492,-44.94109732,Caernarvon,,,Arrowtown,Arrowtown,Caernarvon Street,"25 Caernarvon Street, Arrowtown",1271109.241,5015133.915
POINT (1271016.5177928 5015294.63889864),4916,AIMS,4803,25,Wiltshire Street,"25 Wiltshire Street, Arrowtown",Queenstown-Lakes District,,,,,,25,,,,Wiltshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8302817,-44.93961145,Wiltshire,,,Arrowtown,Arrowtown,Wiltshire Street,"25 Wiltshire Street, Arrowtown",1271016.518,5015294.639
POINT (1270894.70838926 5015184.2137414),4918,AIMS,4655120,26,Berkshire Street,"26 Berkshire Street, Arrowtown",Queenstown-Lakes District,,,,,,26,,,,Berkshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.82867,-44.94054653,Berkshire,,,Arrowtown,Arrowtown,Berkshire Street,"26 Berkshire Street, Arrowtown",1270894.708,5015184.214
POINT (1271394.77739695 5014760.88005222),4920,AIMS,4806,26,Adamson Drive,"26 Adamson Drive, Arrowtown",Queenstown-Lakes District,,,,,,26,,,,Adamson,Drive,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8347162,-44.94457843,Adamson,,,Arrowtown,Arrowtown,Adamson Drive,"26 Adamson Drive, Arrowtown",1271394.777,5014760.88
POINT (1271312.96269088 5015083.2117935),4921,AIMS,4807,27,Merioneth Street,"27 Merioneth Street, Arrowtown",Queenstown-Lakes District,,,,,,27,,,,Merioneth,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8338916,-44.94164668,Merioneth,,,Arrowtown,Arrowtown,Merioneth Street,"27 Merioneth Street, Arrowtown",1271312.963,5015083.212
POINT (1271176.16894851 5014977.54732864),4922,AIMS,4808,27,Kent Street,"27 Kent Street, Arrowtown",Queenstown-Lakes District,,,,,,27,,,,Kent,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8320935,-44.94253215,Kent,,,Arrowtown,Arrowtown,Kent Street,"27 Kent Street, Arrowtown",1271176.169,5014977.547
POINT (1271127.30156848 5015117.26183771),4923,AIMS,4809,27,Caernarvon Street,"27 Caernarvon Street, Arrowtown",Queenstown-Lakes District,,,,,,27,,,,Caernarvon,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8315667,-44.94125518,Caernarvon,,,Arrowtown,Arrowtown,Caernarvon Street,"27 Caernarvon Street, Arrowtown",1271127.302,5015117.262
POINT (1271095.9944042 5015105.81315087),4924,AIMS,4810,28,Caernarvon Street,"28 Caernarvon Street, Arrowtown",Queenstown-Lakes District,,,,,,28,,,,Caernarvon,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8311635,-44.9413435,Caernarvon,,,Arrowtown,Arrowtown,Caernarvon Street,"28 Caernarvon Street, Arrowtown",1271095.994,5015105.813
POINT (1271118.21383758 5015422.58387375),4925,AIMS,4811,28,Buckingham Street,"28 Buckingham Street, Arrowtown",Queenstown-Lakes District,,,,,,28,,,,Buckingham,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8316505,-44.93850975,Buckingham,,,Arrowtown,Arrowtown,Buckingham Street,"28 Buckingham Street, Arrowtown",1271118.214,5015422.584
POINT (1270998.50099197 5015320.8547309),4926,AIMS,4812,28,Wiltshire Street,"28 Wiltshire Street, Arrowtown",Queenstown-Lakes District,,,,,,28,,,,Wiltshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.830071,-44.93936775,Wiltshire,,,Arrowtown,Arrowtown,Wiltshire Street,"28 Wiltshire Street, Arrowtown",1270998.501,5015320.855
POINT (1271416.46840947 5014729.50613537),4927,AIMS,4813,28,Adamson Drive,"28 Adamson Drive, Arrowtown",Queenstown-Lakes District,,,,,,28,,,,Adamson,Drive,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.83497,-44.94487013,Adamson,,,Arrowtown,Arrowtown,Adamson Drive,"28 Adamson Drive, Arrowtown",1271416.468,5014729.506
POINT (1271157.70623088 5014976.95702141),4928,AIMS,4814,29,Kent Street,"29 Kent Street, Arrowtown",Queenstown-Lakes District,,,,,,29,,,,Kent,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8318598,-44.94252892,Kent,,,Arrowtown,Arrowtown,Kent Street,"29 Kent Street, Arrowtown",1271157.706,5014976.957
POINT (1271020.04158768 5014766.11451901),4929,AIMS,4815,29,McDonnell Road,"29 McDonnell Road, Arrowtown",Queenstown-Lakes District,,,,,,29,,,,McDonnell,Road,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8299822,-44.94435825,McDonnell,,,Arrowtown,Arrowtown,McDonnell Road,"29 McDonnell Road, Arrowtown",1271020.042,5014766.115
POINT (1271307.12129802 5015060.98772484),4930,AIMS,4816,29,Merioneth Street,"29 Merioneth Street, Arrowtown",Queenstown-Lakes District,,,,,,29,,,,Merioneth,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8338033,-44.94184352,Merioneth,,,Arrowtown,Arrowtown,Merioneth Street,"29 Merioneth Street, Arrowtown",1271307.121,5015060.988
POINT (1271249.03637915 5014911.63829823),4931,AIMS,4817,2,Ritchie Street,"2 Ritchie Street, Arrowtown",Queenstown-Lakes District,,,,,,2,,,,Ritchie,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8329718,-44.94315757,Ritchie,,,Arrowtown,Arrowtown,Ritchie Street,"2 Ritchie Street, Arrowtown",1271249.036,5014911.638
POINT (1270904.86938832 5015103.11669321),4932,AIMS,4818,2,Stafford Street,"2 Stafford Street, Arrowtown",Queenstown-Lakes District,,,,,,2,,,,Stafford,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8287457,-44.94127933,Stafford,,,Arrowtown,Arrowtown,Stafford Street,"2 Stafford Street, Arrowtown",1270904.869,5015103.117
POINT (1271195.28748187 5015300.99857351),4933,AIMS,4819,2,Hertford Street,"2 Hertford Street, Arrowtown",Queenstown-Lakes District,,,,,,2,,,,Hertford,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8325457,-44.93963698,Hertford,,,Arrowtown,Arrowtown,Hertford Street,"2 Hertford Street, Arrowtown",1271195.287,5015300.999
POINT (1271194.59455538 5014827.41641102),4934,AIMS,4820,2,Premier Place,"2 Premier Place, Arrowtown",Queenstown-Lakes District,,,,,,2,,,,Premier,Place,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8322288,-44.94388857,Premier,,,Arrowtown,Arrowtown,Premier Place,"2 Premier Place, Arrowtown",1271194.595,5014827.416
POINT (1270873.19369774 5015494.652941),4935,AIMS,4821,2,Buckingham Street,"2 Buckingham Street, Arrowtown",Queenstown-Lakes District,,,,,,2,,,,Buckingham,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8286002,-44.93774942,Buckingham,,,Arrowtown,Arrowtown,Buckingham Street,"2 Buckingham Street, Arrowtown",1270873.194,5015494.653
POINT (1271254.07562038 5014762.77869997),4936,AIMS,4822,2,Pritchard Place,"2 Pritchard Place, Arrowtown",Queenstown-Lakes District,,,,,,2,,,,Pritchard,Place,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8329387,-44.94449638,Pritchard,,,Arrowtown,Arrowtown,Pritchard Place,"2 Pritchard Place, Arrowtown",1271254.076,5014762.779
POINT (1271321.43867287 5015460.93966339),4937,AIMS,4823,2,Flint Street,"2 Flint Street, Arrowtown",Queenstown-Lakes District,,,,,,2,,,,Flint,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8342444,-44.93825928,Flint,,,Arrowtown,Arrowtown,Flint Street,"2 Flint Street, Arrowtown",1271321.439,5015460.94
POINT (1271057.17414071 5014909.4294662),4938,AIMS,4824,2,Shaw Street,"2 Shaw Street, Arrowtown",Queenstown-Lakes District,,,,,,2,,,,Shaw,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8305449,-44.94308872,Shaw,,,Arrowtown,Arrowtown,Shaw Street,"2 Shaw Street, Arrowtown",1271057.174,5014909.429
POINT (1271200.82915406 5014885.80968149),4939,AIMS,4825,2,Thomson Street,"2 Thomson Street, Arrowtown",Queenstown-Lakes District,,,,,,2,,,,Thomson,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8323456,-44.94336718,Thomson,,,Arrowtown,Arrowtown,Thomson Street,"2 Thomson Street, Arrowtown",1271200.829,5014885.81
POINT (1271208.48665007 5015363.06931705),4940,AIMS,4826,2,Arrow Lane,"2 Arrow Lane, Arrowtown",Queenstown-Lakes District,,,,,,2,,,,Arrow,Lane,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8327529,-44.9390858,Arrow,,,Arrowtown,Arrowtown,Arrow Lane,"2 Arrow Lane, Arrowtown",1271208.487,5015363.069
POINT (1271023.81848192 5015402.21949197),4941,AIMS,4827,2,Berkshire Street,"2 Berkshire Street, Arrowtown",Queenstown-Lakes District,,,,,,2,,,,Berkshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.830444,-44.93864895,Berkshire,,,Arrowtown,Arrowtown,Berkshire Street,"2 Berkshire Street, Arrowtown",1271023.818,5015402.219
POINT (1271404.61883806 5014725.36204333),4942,AIMS,4828,2,Fox's Terrace,"2 Fox's Terrace, Arrowtown",Queenstown-Lakes District,,,,,,2,,,,Fox's,Terrace,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8348175,-44.94490187,Fox's,,,Arrowtown,Arrowtown,Fox's Terrace,"2 Fox's Terrace, Arrowtown",1271404.619,5014725.362
POINT (1271137.4272837 5015004.44892323),4943,AIMS,4829,30,Kent Street,"30 Kent Street, Arrowtown",Queenstown-Lakes District,,,,,,30,,,,Kent,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8316213,-44.94227272,Kent,,,Arrowtown,Arrowtown,Kent Street,"30 Kent Street, Arrowtown",1271137.427,5015004.449
POINT (1271109.46637181 5015094.94910188),4944,AIMS,4830,30,Caernarvon Street,"30 Caernarvon Street, Arrowtown",Queenstown-Lakes District,,,,,,30,,,,Caernarvon,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8313267,-44.94144727,Caernarvon,,,Arrowtown,Arrowtown,Caernarvon Street,"30 Caernarvon Street, Arrowtown",1271109.466,5015094.949
POINT (1271126.75691823 5015421.64995996),4945,AIMS,4831,30,Buckingham Street,"30 Buckingham Street, Arrowtown",Queenstown-Lakes District,,,,,,30,,,,Buckingham,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8317579,-44.93852208,Buckingham,,,Arrowtown,Arrowtown,Buckingham Street,"30 Buckingham Street, Arrowtown",1271126.757,5015421.65
POINT (1270972.51156021 5015319.08370847),4946,AIMS,4832,30,Wiltshire Street,"30 Wiltshire Street, Arrowtown",Queenstown-Lakes District,,,,,,30,,,,Wiltshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8297414,-44.93937163,Wiltshire,,,Arrowtown,Arrowtown,Wiltshire Street,"30 Wiltshire Street, Arrowtown",1270972.512,5015319.084
POINT (1271139.68824009 5014976.12782172),4947,AIMS,4833,31,Kent Street,"31 Kent Street, Arrowtown",Queenstown-Lakes District,,,,,,31,,,,Kent,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8316314,-44.94252803,Kent,,,Arrowtown,Arrowtown,Kent Street,"31 Kent Street, Arrowtown",1271139.688,5014976.128
POINT (1271030.5503798 5014750.5221438),4948,AIMS,4834,31,McDonnell Road,"31 McDonnell Road, Arrowtown",Queenstown-Lakes District,,,,,,31,,,,McDonnell,Road,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8301049,-44.9445031,McDonnell,,,Arrowtown,Arrowtown,McDonnell Road,"31 McDonnell Road, Arrowtown",1271030.55,5014750.522
POINT (1271302.23777123 5015043.61903634),4949,AIMS,4835,31,Merioneth Street,"31 Merioneth Street, Arrowtown",Queenstown-Lakes District,,,,,,31,,,,Merioneth,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8337302,-44.9419972,Merioneth,,,Arrowtown,Arrowtown,Merioneth Street,"31 Merioneth Street, Arrowtown",1271302.238,5015043.619
POINT (1271095.50676101 5015001.05612362),4950,AIMS,4836,32,Kent Street,"32 Kent Street, Arrowtown",Queenstown-Lakes District,,,,,,32,,,,Kent,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8310891,-44.9422838,Kent,,,Arrowtown,Arrowtown,Kent Street,"32 Kent Street, Arrowtown",1271095.507,5015001.056
POINT (1271139.77314965 5015067.43887744),4951,AIMS,4837,32,Caernarvon Street,"32 Caernarvon Street, Arrowtown",Queenstown-Lakes District,,,,,,32,,,,Caernarvon,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8316919,-44.94170827,Caernarvon,,,Arrowtown,Arrowtown,Caernarvon Street,"32 Caernarvon Street, Arrowtown",1271139.773,5015067.439
POINT (1271136.20364904 5015418.52934718),4952,AIMS,4838,32,Buckingham Street,"32 Buckingham Street, Arrowtown",Queenstown-Lakes District,,,,,,32,,,,Buckingham,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8318753,-44.93855447,Buckingham,,,Arrowtown,Arrowtown,Buckingham Street,"32 Buckingham Street, Arrowtown",1271136.204,5015418.529
POINT (1270952.5505577 5015005.00644833),5050,AIMS,4930,5,Derby Street,"5 Derby Street, Arrowtown",Queenstown-Lakes District,,,,,,5,,,,Derby,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8292845,-44.94218223,Derby,,,Arrowtown,Arrowtown,Derby Street,"5 Derby Street, Arrowtown",1270952.551,5015005.006
POINT (1270963.06854424 5015349.60040709),4953,AIMS,4839,32,Wiltshire Street,"32 Wiltshire Street, Arrowtown",Queenstown-Lakes District,,,,,,32,,,,Wiltshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8296419,-44.93909328,Wiltshire,,,Arrowtown,Arrowtown,Wiltshire Street,"32 Wiltshire Street, Arrowtown",1270963.069,5015349.6
POINT (1270885.79805022 5015078.01814543),4954,AIMS,4840,33,Berkshire Street,"33 Berkshire Street, Arrowtown",Queenstown-Lakes District,,,,,,33,,,,Berkshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8284882,-44.94149585,Berkshire,,,Arrowtown,Arrowtown,Berkshire Street,"33 Berkshire Street, Arrowtown",1270885.798,5015078.018
POINT (1271121.97992873 5014974.04661656),4955,AIMS,4841,33,Kent Street,"33 Kent Street, Arrowtown",Queenstown-Lakes District,,,,,,33,,,,Kent,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8314062,-44.94253853,Kent,,,Arrowtown,Arrowtown,Kent Street,"33 Kent Street, Arrowtown",1271121.98,5014974.047
POINT (1271042.43260825 5014732.91208661),4956,AIMS,4842,33,McDonnell Road,"33 McDonnell Road, Arrowtown",Queenstown-Lakes District,,,,,,33,,,,McDonnell,Road,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8302436,-44.9446667,McDonnell,,,Arrowtown,Arrowtown,McDonnell Road,"33 McDonnell Road, Arrowtown",1271042.433,5014732.912
POINT (1271178.78134474 5015076.4992493),4957,AIMS,4843,33,Caernarvon Street,"33 Caernarvon Street, Arrowtown",Queenstown-Lakes District,,,,,,33,,,,Caernarvon,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.832191,-44.94164495,Caernarvon,,,Arrowtown,Arrowtown,Caernarvon Street,"33 Caernarvon Street, Arrowtown",1271178.781,5015076.499
